event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Medrano,Adam Bazaldua,Adam McGough,B. Adam McGough,Cara Mendelsohn,Carolyn King Arnold,Casey Thomas II,Chad West,David Blewett,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jennifer S.  Gates,Jesse Moreno,Lee M. Kleinman,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell Atkins
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44201,2.,20,"Authorize a public hearing to be held on May 26, 2021 to receive comments on the FY 2021-22 Operating, Capital, and Grant & Trust Budgets - Financing:  No cost consideration to the City",21-791,CONSENT AGENDA,Approved,8325,"Authorize a public hearing to be held on May 26, 2021 to receive comments on the FY 2021-22 Operating, Capital, and Grant & Trust Budgets - Financing:  No cost consideration to the City",2021-04-22,21-0744; APPROVED,Budget and Management Services (BMS),Budget and Management Services,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/e7ca392e-66b7-4df0-b77f-aec2c6630a0b.docx,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44058,3.,21,"A resolution denying rates as requested by Oncor Electric Delivery Company LLC in its application for a Distribution Cost Recovery Factor filed with the City of Dallas on April 8, 2021 - Financing: No cost consideration to the City; All expenses incurred for the rate case will be reimbursed by Oncor directly to the Oncor Cities Steering Committee",21-762,CONSENT AGENDA,Approved,8296,"A resolution denying rates as requested by Oncor Electric Delivery Company LLC in its application for a Distribution Cost Recovery Factor filed with the City of Dallas on April 8, 2021 - Financing: No cost consideration to the City; All expenses incurred for the rate case will be reimbursed by Oncor directly to the Oncor Cities Steering Committee",2021-04-19,21-0745; APPROVED,Budget and Management Services (BMS),Budget and Management Services,1,Socrata Roll Call,,,,,0,3,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/e8844055-51d4-446d-861d-8a5bde918e1d.doc,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44060,4.,23,"Authorize settlement in lieu of proceeding further with condemnation in the condemnation suit styled City of Dallas v. Morris Dale Martin, et al, for acquisition from Morris Dale Martin, et al., of approximately 432,376 square feet of land for right-of-way located in Hunt County, Texas for the Lake Tawakoni 144-inch raw Water Transmission Pipeline Project - Not to exceed $48,385.00, increased from $55,000.00 ($51,615.00, plus closing costs and title expenses not to exceed $3,385.00) to $103,385.00 ($100,000.00, plus closing costs and title expenses not to exceed $3,385.00) - Financing:  Water Construction Fund",21-754,CONSENT AGENDA,Approved,8288,"Authorize settlement in lieu of proceeding further with condemnation in the condemnation suit styled City of Dallas v. Morris Dale Martin, et al, for acquisition from Morris Dale Martin, et al., of approximately 432,376 square feet of land for right-of-way located in Hunt County, Texas for the Lake Tawakoni 144-inch raw Water Transmission Pipeline Project - Not to exceed $48,385.00, increased from $55,000.00 ($51,615.00, plus closing costs and title expenses not to exceed $3,385.00) to $103,385.00 ($100,000.00, plus closing costs and title expenses not to exceed $3,385.00) - Financing:  Water Construction Fund",2021-04-16,21-0746; APPROVED,City Attorney's Office (ATT),City Attorney's Office,1,Socrata Roll Call,,,,,0,4,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/f0cb8c36-4d2a-41d1-8e0a-a0f885478c25.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/f942da94-6c1a-4ada-bef3-f5585876313e.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44067,5.,26,"Authorize acquisition from Clarence Sneed, Antonio Bueno, Jr. and Mauricia Bueno, of approximately 5,668 square feet of land improved with a single-family dwelling located near the intersection of Gloyd and Childers Streets for the Cadillac Heights Phase II Project - Not to exceed $65,000.00 ($60,000.00, plus closing costs and title expenses not to exceed $5,000.00) - Financing: Land Acquisition in Cadillac Heights Fund (2006 General Obligation Bond Fund)",21-234,CONSENT AGENDA,Approved,7768,"Authorize acquisition from Clarence Sneed, Antonio Bueno, Jr. and Mauricia Bueno, of approximately 5,668 square feet of land improved with a single-family dwelling located near the intersection of Gloyd and Childers Streets for the Cadillac Heights Phase II Project - Not to exceed $65,000.00 ($60,000.00, plus closing costs and title expenses not to exceed $5,000.00) - Financing: Land Acquisition in Cadillac Heights Fund (2006 General Obligation Bond Fund)",2021-02-02,21-0747; APPROVED,Department of Sustainable Development and Construction (DEV),Department of Sustainable Development and Construction,1,Socrata Roll Call,,,,,0,5,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/99e006fe-9b38-4287-9c7c-9e25eb278ee1.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/4579ded0-c4b1-428f-93c6-af935d47a4c4.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/8c5572db-bf35-4812-b025-00902142ac8e.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/344211ac-27a8-4114-9947-894feefe6ec3.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44082,6.,27,"A resolution authorizing the conveyance of an easement for a tract of land containing approximately 3,131 square feet to Oncor Electric Delivery Company, LLC for the construction, maintenance and use of power lines and electric transformer facilities across City-owned land located near the intersection of Greenville Avenue and Forest Lane - Financing: No cost consideration to the City",21-602,CONSENT AGENDA,Approved,8136,"A resolution authorizing the conveyance of an easement for a tract of land containing approximately 3,131 square feet to Oncor Electric Delivery Company, LLC for the construction, maintenance and use of power lines and electric transformer facilities across City-owned land located near the intersection of Greenville Avenue and Forest Lane - Financing: No cost consideration to the City",2021-03-26,21-0748; APPROVED,Department of Sustainable Development and Construction (DEV),Department of Sustainable Development and Construction,1,Socrata Roll Call,,,,,0,6,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/35553154-f834-469c-a1ef-ab68e1add047.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/5801ae5f-75ed-43a1-9769-2bc68b4e7d92.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/2e2fe154-fb5f-4fef-956f-e3d8816d34d4.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44065,7.,28,"An ordinance abandoning a portion of Killion Drive to Dallas Independent School District, the abutting owner, containing approximately 818 square feet of land, located near the intersection of Killion and Gooding Drives; and authorizing the quitclaim - Revenue: General Fund $12,066.00, plus the $20.00 ordinance publication fee",20-2582,CONSENT AGENDA,Approved,7513,"An ordinance abandoning a portion of Killion Drive to Dallas Independent School District, the abutting owner, containing approximately 818 square feet of land, located near the intersection of Killion and Gooding Drives; and authorizing the quitclaim - Revenue: General Fund $12,066.00, plus the $20.00 ordinance publication fee",2021-01-05,21-0749; APPROVED; ORDINANCE 31850,Department of Sustainable Development and Construction (DEV),Department of Sustainable Development and Construction,1,Socrata Roll Call,,,,,0,7,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/f8bb0b01-036f-4a19-891c-400c299ba49a.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/1ea5216a-5b7e-4a82-ab7d-ce53702fa54c.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/17406177-5242-4eb5-a6d5-d54b9e2738ad.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44066,8.,29,"An ordinance abandoning a portion of a permanent easement to IC Properties II, LLC, the abutting owner, containing approximately 6,915 square feet of land, located near the intersection of Colorado and Jefferson Boulevards - Revenue: General Capital Reserve Fund ($33,246.00) and General Fund ($20,000.00), plus the $20.00 ordinance publication fee",21-203,CONSENT AGENDA,Approved,7737,"An ordinance abandoning a portion of a permanent easement to IC Properties II, LLC, the abutting owner, containing approximately 6,915 square feet of land, located near the intersection of Colorado and Jefferson Boulevards - Revenue: General Capital Reserve Fund ($33,246.00) and General Fund ($20,000.00), plus the $20.00 ordinance publication fee",2021-01-28,21-0751; APPROVED; ORDINANCE 31852,Department of Sustainable Development and Construction (DEV),Department of Sustainable Development and Construction,1,Socrata Roll Call,,,,,0,8,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/61b77b5a-2323-43c4-bcb7-56b9f27c9d2e.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/c231d25f-ca53-4128-851d-9e220ed2e1eb.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/6ec023be-1e26-40ea-94da-178f74e3cc2e.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/6b7401d4-9b62-469f-a5bf-4155587ad139.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44064,9.,30,"An ordinance abandoning a portion of a utility easement to Pegasus Place, LLC, the abutting owner, containing approximately 4,949 square feet of land, located near the intersection of Commonwealth and Pegasus Park Drives - Revenue: General Fund $5,400.00, plus the $20.00 ordinance publication fee",20-1399,CONSENT AGENDA,Approved,6330,"An ordinance abandoning a portion of a utility easement to Pegasus Place, LLC, the abutting owner, containing approximately 4,949 square feet of land, located near the intersection of Commonwealth and Pegasus Park Drives - Revenue: General Fund $5,400.00, plus the $20.00 ordinance publication fee",2020-07-23,21-0751; APPROVED; ORDINANCE 31852,Department of Sustainable Development and Construction (DEV),Department of Sustainable Development and Construction,1,Socrata Roll Call,,,,,0,9,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/2bc0b7d6-5bbc-40b6-be2b-62f40294e092.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/7c16c6c2-123a-400c-be5d-59d0a591caa5.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/972f3dbd-9ed8-458a-95d9-d055af1649a4.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44090,10.,32,"Authorize (1) an Interlocal Agreement with the Texas Department of Transportation through a grant from the Department of Transportation Federal Highway Administration (Agreement No. CSJ 009-02-067 CFDA No. 20.205) in the amount of $90,215.00 to provide cost reimbursement for material and labor related to the reconstruction of traffic signals at the intersection of State Highway 78 at Garland Road, Gaston Avenue, and East Grand Avenue; (2) the establishment of appropriations in the amount of $90,215.00 in the 3G Corridor Fund; (3) the receipt and deposit of funds in the amount of $90,215.00 in the 3G Corridor Fund; and (4) execution of the agreement and all terms, conditions, and documents required by the agreement - Total amount of $90,215.00 - Financing: Texas Department of Transportation Grant Funds",21-571,CONSENT AGENDA,Approved,8105,"Authorize (1) an Interlocal Agreement with the Texas Department of Transportation through a grant from the Department of Transportation Federal Highway Administration (Agreement No. CSJ 009-02-067 CFDA No. 20.205) in the amount of $90,215.00 to provide cost reimbursement for material and labor related to the reconstruction of traffic signals at the intersection of State Highway 78 at Garland Road, Gaston Avenue, and East Grand Avenue; (2) the establishment of appropriations in the amount of $90,215.00 in the 3G Corridor Fund; (3) the receipt and deposit of funds in the amount of $90,215.00 in the 3G Corridor Fund; and (4) execution of the agreement and all terms, conditions, and documents required by the agreement - Total amount of $90,215.00 - Financing: Texas Department of Transportation Grant Funds",2021-03-22,21-0752; APPROVED,Department of Transportation (TRN),Department of Transportation,1,Socrata Roll Call,,,,,0,10,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/08a14631-9af2-45c7-acc0-720ddf3dd1a5.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/cf6df068-c6b9-4274-a6a2-c9be7c19c8a4.docx,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44088,11.,33,"Authorize (1) an Interlocal Agreement with Texas Department of Transportation through a grant from the Department of Transportation Federal Highway Administration (Agreement No. CSJ 0918-00-328, CFDA No. 20.205) in the amount of $64,650.05 to provide cost reimbursement for material and labor related to the construction of a new traffic signal on Loop 12 at Trinity Forest Golf Club; (2) the establishment of appropriations in the amount of $64,650.05 in the IH 20 and Mountain Creek Parkway Fund; (3) the receipt and deposit of funds in the amount of $64,650.05 in the IH 20 and Mountain Creek Parkway Fund; and (4) execution of the agreement and all terms, conditions, and documents required by the agreement - Total amount of $64,650.05 - Financing: Texas Department of Transportation Grant Funds",21-569,CONSENT AGENDA,Approved,8103,"Authorize (1) an Interlocal Agreement with Texas Department of Transportation through a grant from the Department of Transportation Federal Highway Administration (Agreement No. CSJ 0918-00-328, CFDA No. 20.205) in the amount of $64,650.05 to provide cost reimbursement for material and labor related to the construction of a new traffic signal on Loop 12 at Trinity Forest Golf Club; (2) the establishment of appropriations in the amount of $64,650.05 in the IH 20 and Mountain Creek Parkway Fund; (3) the receipt and deposit of funds in the amount of $64,650.05 in the IH 20 and Mountain Creek Parkway Fund; and (4) execution of the agreement and all terms, conditions, and documents required by the agreement - Total amount of $64,650.05 - Financing: Texas Department of Transportation Grant Funds",2021-03-22,21-0753; APPROVED,Department of Transportation (TRN),Department of Transportation,1,Socrata Roll Call,,,,,0,11,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/f24a68af-7d2d-483d-b425-920539cc873f.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/42da1f6e-5f42-4d76-ba14-ad8ce91da4d8.docx,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44089,12.,34,"Authorize (1) an Interlocal Agreement with the Texas Department of Transportation through a grant from the Department of Transportation Federal Highway Administration (Agreement No. CSJ 0918-47-247, etc., CFDA No. 20.205) for the Highway Safety Improvement Program (HSIP) in the amount of $339,425.56 to provide cost reimbursement for material and labor costs incurred by the City for the reconstruction of five existing traffic signals at the off-system intersections of Harry Hines Boulevard at Market Center Boulevard (CSJ 0918-47-247), Blackburn Street at Turtle Creek Boulevard (CSJ 0918-47-254), Lemmon Avenue at Mahanna Street (CSJ 0918-47-261), Griffin Street east bound at St. Paul Street (CSJ 0918-47-264), and Lemmon Avenue at Mockingbird Lane (CSJ 0918-47-266); (2) the establishment of appropriations in the amount of $339,425.56 in the HSIP Five Intersections April 2021 Fund; (3) the receipt and deposit of funds in the amount of $339,425.56 in the HSIP Five Intersections April 2021 Fund; and (4) execution of the Interlocal Agreement and all terms, conditions, and documents required by the agreement - Total amount of $339,425.56 - Financing: Texas Department of Transportation Grant Funds",21-570,CONSENT AGENDA,Approved,8104,"Authorize (1) an Interlocal Agreement with the Texas Department of Transportation through a grant from the Department of Transportation Federal Highway Administration (Agreement No. CSJ 0918-47-247, etc., CFDA No. 20.205) for the Highway Safety Improvement Program (HSIP) in the amount of $339,425.56 to provide cost reimbursement for material and labor costs incurred by the City for the reconstruction of five existing traffic signals at the off-system intersections of Harry Hines Boulevard at Market Center Boulevard (CSJ 0918-47-247), Blackburn Street at Turtle Creek Boulevard (CSJ 0918-47-254), Lemmon Avenue at Mahanna Street (CSJ 0918-47-261), Griffin Street east bound at St. Paul Street (CSJ 0918-47-264), and Lemmon Avenue at Mockingbird Lane (CSJ 0918-47-266); (2) the establishment of appropriations in the amount of $339,425.56 in the HSIP Five Intersections April 2021 Fund; (3) the receipt and deposit of funds in the amount of $339,425.56 in the HSIP Five Intersections April 2021 Fund; and (4) execution of the Interlocal Agreement and all terms, conditions, and documents required by the agreement - Total amount of $339,425.56 - Financing: Texas Department of Transportation Grant Funds",2021-03-22,21-0754; APPROVED,Department of Transportation (TRN),Department of Transportation,1,Socrata Roll Call,,,,,0,12,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/d40807f6-8e66-4a89-9e54-e1eecf1c6bb6.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/31eea34f-c80b-4208-881e-bdab88940827.docx,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44092,13.,36,"Authorize a contract with Allbritton Lee LLC for the fabrication and installation of a site-specific artwork at Martyr’s Park located at 379 Commerce Street - Not to exceed $150,000.00 - Financing: DWU Public Art Fund",21-727,CONSENT AGENDA,Approved,8261,"Authorize a contract with Allbritton Lee LLC for the fabrication and installation of a site-specific artwork at Martyr’s Park located at 379 Commerce Street - Not to exceed $150,000.00 - Financing: DWU Public Art Fund",2021-04-14,21-0755; APPROVED,Office of Arts and Culture (OCA),Office of Arts and Culture,1,Socrata Roll Call,,,,,0,13,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/237691af-0389-471c-9d28-95abc01b7ba3.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/9790d003-fcec-45ba-9200-a796c3f8b0b4.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/a5d13f76-d3f7-42e7-8c9c-da9b84936b3b.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44094,14.,38,"Authorize Supplemental Agreement No. 4 to the design-build services contract with Harrison Walker & Harper, LLC. to provide construction services for the new Fire Station No. 46 replacement facility, located at 331 East Camp Wisdom Road - Not to exceed $187,914.00, from $6,073,065.60 to $6,260,979.60 - Financing: Public Safety (G) Fund (2017 General Obligation Bond Fund)",21-755,CONSENT AGENDA,Approved,8289,"Authorize Supplemental Agreement No. 4 to the design-build services contract with Harrison Walker & Harper, LLC. to provide construction services for the new Fire Station No. 46 replacement facility, located at 331 East Camp Wisdom Road - Not to exceed $187,914.00, from $6,073,065.60 to $6,260,979.60 - Financing: Public Safety (G) Fund (2017 General Obligation Bond Fund)",2021-04-16,21-0756; APPROVED,Office of Bond and Construction Management (BCM),Office of Bond and Construction Management,1,Socrata Roll Call,,,,,0,14,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/aa39db5d-8cc5-48a2-93dd-bad237ea0f68.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/5c0adb88-3cd0-46d5-88a3-92126b82f9fc.docx,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44096,15.,41,"A resolution authorizing an amendment to the Dallas Fort Worth International Airport (DFW) Master Bond Ordinance, the 59th Supplemental Concurrent Bond Ordinance - Financing: No cost consideration to the City",21-681,CONSENT AGENDA,Approved,8215,"A resolution authorizing an amendment to the Dallas Fort Worth International Airport (DFW) Master Bond Ordinance, the 59th Supplemental Concurrent Bond Ordinance - Financing: No cost consideration to the City",2021-04-06,21-0757; APPROVED,Office of Government Affairs (OGA),Office of Government Affairs,1,Socrata Roll Call,,,,,0,15,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/e9aa43e4-526a-4c87-a094-e23a084b8c7b.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44097,16.,42,"A resolution authorizing an amendment to the Dallas Fort Worth International Airport Master Bond Ordinance, the 60th Supplemental Concurrent Bond Ordinance - Financing: No cost consideration to the City",21-682,CONSENT AGENDA,Approved,8216,"A resolution authorizing an amendment to the Dallas Fort Worth International Airport Master Bond Ordinance, the 60th Supplemental Concurrent Bond Ordinance - Financing: No cost consideration to the City",2021-04-06,21-0758; APPROVED,Office of Government Affairs (OGA),Office of Government Affairs,1,Socrata Roll Call,,,,,0,16,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/e654a1fe-10d2-405c-bff6-1bc8cd5a3e2b.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44098,17.,43,"A resolution authorizing an amendment to the Dallas Fort Worth International Airport Master Bond Ordinance, the 61st Supplemental Concurrent Bond Ordinance - Financing: No cost consideration to the City",21-683,CONSENT AGENDA,Approved,8217,"A resolution authorizing an amendment to the Dallas Fort Worth International Airport Master Bond Ordinance, the 61st Supplemental Concurrent Bond Ordinance - Financing: No cost consideration to the City",2021-04-06,21-0759; APPROVED,Office of Government Affairs (OGA),Office of Government Affairs,1,Socrata Roll Call,,,,,0,17,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/e0f24d58-77a5-438a-8106-1f213c8c6a09.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
1883,2021-05-12,9:00 AM,City Council,bit.ly/cityofdallastv,44101,18.,45,"Authorize Supplemental Agreement No. 3 for a three-year extension to the acquisition contract for the purchase of software, maintenance, and support services for a report distribution and repository application for the Department of Information and Technology Services provided by Redwood Software, Inc. and sold through SHI Government Solutions, Inc. through the Local Government Purchasing Cooperative (BuyBoard) agreement - Not to exceed $174,538 - Financing: Data Services Fund (subject to annual appropriations)",21-372,CONSENT AGENDA,Approved,7906,"Authorize Supplemental Agreement No. 3 for a three-year extension to the acquisition contract for the purchase of software, maintenance, and support services for a report distribution and repository application for the Department of Information and Technology Services provided by Redwood Software, Inc. and sold through SHI Government Solutions, Inc. through the Local Government Purchasing Cooperative (BuyBoard) agreement - Not to exceed $174,538 - Financing: Data Services Fund (subject to annual appropriations)",2021-02-23,21-0760; APPROVED,Office of Procurement Services (POM),Office of Procurement Services,1,Socrata Roll Call,,,,,0,18,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/5/1883_A_City_Council_21-05-12_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/051221Min.pdf,https://dallastx.new.swagit.com/videos/201951,https://cityofdallas.legistar1.com/cityofdallas/attachments/b9e476a6-677b-479c-b632-3660f81cc88a.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/77d9a2e1-a6c8-473f-ac77-abaa67847659.pdf,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,YES,YES,,YES,YES
