event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Bazaldua,Adam Bazaldua,Adam McGough,Cara Mendelsohn,Carolyn King  Arnold,Carolyn King Arnold,Casey Thomas II,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jesse Moreno,Kathy Stewart,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell  Atkins,Tennell Atkins,Zarin Gracey
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",65041,,8,DELETIONS,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64558,,9,ITEMS FOR INDIVIDUAL CONSIDERATION,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",65042,,10,ADDITIONS,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64560,,11,ZONING,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64561,,12,PUBLIC HEARINGS AND RELATED ACTIONS,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64562,,13,"





NOTE: A revised order of business may be posted prior to the date of the council meeting if necessary.",,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64563,,14,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64564,,15,Invocation and Pledge of Allegiance ,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64565,,16,Agenda Item/Open Microphone Speakers,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64566,,17,VOTING AGENDA,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64681,1.,18,"Approval of Minutes of the March 8, 2023 City Council Meeting",23-920,VOTING AGENDA,Approved,13643,"Approval of Minutes of the March 8, 2023 City Council Meeting",2023-03-20,23-0432; APPROVED,City Secretary's Office (SEC),City Secretary's Office,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,YES,YES,YES,YES,,YES,YES,ABSNT,YES,YES,YES,YES,,YES,YES,YES,,YES,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64569,,19,CONSENT AGENDA,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64570,,20,City Attorney's Office,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64571,2.,21,"Authorize settlement of the claims and counterclaims in the lawsuit styled City of Dallas v. Bond Equipment Company, Inc., A Texas Corporation, Cause No. DC-22-14980, for Bond Equipment Company, Inc. to deliver the repaired vehicle to the City of Dallas and for the City of Dallas to pay Bond Equipment Company, Inc. - Not to exceed $75,000.00 - Financing:  Equipment and Fleet Management Fund",23-754,CONSENT AGENDA,Approved,13477,"Authorize settlement of the claims and counterclaims in the lawsuit styled City of Dallas v. Bond Equipment Company, Inc., A Texas Corporation, Cause No. DC-22-14980, for Bond Equipment Company, Inc. to deliver the repaired vehicle to the City of Dallas and for the City of Dallas to pay Bond Equipment Company, Inc. - Not to exceed $75,000.00 - Financing:  Equipment and Fleet Management Fund",2023-03-03,23-0434; APPROVED,City Attorney's Office (ATT),City Attorney's Office,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,https://cityofdallas.legistar1.com/cityofdallas/attachments/fa34e46e-3343-48a8-929a-428d042dc4ac.docx,,YES,YES,YES,YES,,YES,YES,ABSNT,YES,YES,YES,YES,,YES,YES,YES,,YES,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64572,3.,22,"Authorize settlement of the lawsuit styled Adela Villatoro-Cruz v. City of Dallas, Cause No. CC-20-03576-C - Not to exceed $38,000.00 - Financing:  Liability Reserve Fund",23-833,CONSENT AGENDA,Approved,13556,"Authorize settlement of the lawsuit styled Adela Villatoro-Cruz v. City of Dallas, Cause No. CC-20-03576-C - Not to exceed $38,000.00 - Financing:  Liability Reserve Fund",2023-03-15,23-0435; APPROVED,City Attorney's Office (ATT),City Attorney's Office,1,Socrata Roll Call,,,,,0,3,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,https://cityofdallas.legistar1.com/cityofdallas/attachments/991d76a5-2bea-4520-bbdd-72cfc36d7046.docx,,YES,YES,YES,YES,,YES,YES,ABSNT,YES,YES,YES,YES,,YES,YES,YES,,YES,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64707,4.,23,"Authorize settlement of the lawsuit styled Marcus Ventresca v. City of Dallas, Cause No. DC-19-09505 - Not to exceed $100,000.00 - Financing:  Liability Reserve Fund",23-923,CONSENT AGENDA,Approved,13646,"Authorize settlement of the lawsuit styled Marcus Ventresca v. City of Dallas, Cause No. DC-19-09505 - Not to exceed $100,000.00 - Financing:  Liability Reserve Fund",2023-03-20,23-0436; APPROVED,City Attorney's Office (ATT),City Attorney's Office,1,Socrata Roll Call,,,,,0,4,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,https://cityofdallas.legistar1.com/cityofdallas/attachments/583076e9-8f31-4940-9cee-77f0563a2d73.docx,,YES,YES,YES,YES,,YES,YES,ABSNT,YES,YES,YES,YES,,YES,YES,YES,,YES,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",65038,,24,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64576,,25,City Manager's Office,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64577,5.,26,"Authorize the (1) acceptance of a grant from the Federal Communications Commission for the Affordable Connectivity Program (ACP) Outreach Grant Program in the amount of $700,000.00 to facilitate the promotion, awareness, and participation in the ACP among eligible household for a two-year contract period; (2) establishment of appropriations in an amount not to exceed $700,000.00 in the ACP Outreach Grant Program Fund; (3) receipt and deposit of funds in an amount not to exceed $700,000.00 in the ACP Outreach Grant Program Fund; and (4) execution of the contract and all terms, conditions, and documents required by the agreement - Not to exceed $700,000.00 - Financing: Federal Communications Commission Grant Funds",23-821,CONSENT AGENDA,Deleted,13544,"Authorize the (1) acceptance of a grant from the Federal Communications Commission for the Affordable Connectivity Program (ACP) Outreach Grant Program in the amount of $700,000.00 to facilitate the promotion, awareness, and participation in the ACP among eligible household for a two-year contract period; (2) establishment of appropriations in an amount not to exceed $700,000.00 in the ACP Outreach Grant Program Fund; (3) receipt and deposit of funds in an amount not to exceed $700,000.00 in the ACP Outreach Grant Program Fund; and (4) execution of the contract and all terms, conditions, and documents required by the agreement - Not to exceed $700,000.00 - Financing: Federal Communications Commission Grant Funds",2023-03-14,23-0437; DELETED,City Manager's Office (CMO),City Manager's Office,,Socrata Roll Call,,,,,0,5,AGENDA,DELETED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,https://cityofdallas.legistar1.com/cityofdallas/attachments/d4a14226-4abd-463e-af88-c57834bd87bd.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/65af6042-642a-4833-9f42-79ccf8683d9f.pdf,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,N/A,N/A,,N/A,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64578,,27,Department of Aviation,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64582,6.,28,"Authorize a Lease of Restaurant Space and Facilities in the Terminal Building at Dallas Executive Airport with Creative Bar Concepts, LLC for a term of five years, with two five-year renewal options and a reimbursement for the initial purchase and installation of equipment and furniture - Not to exceed $200,000.00 - Financing: Aviation Fund; Estimated Revenue: Aviation Fund $209,000.00 (over the five-year primary term)",23-895,CONSENT AGENDA,Approved,13618,"Authorize a Lease of Restaurant Space and Facilities in the Terminal Building at Dallas Executive Airport with Creative Bar Concepts, LLC for a term of five years, with two five-year renewal options and a reimbursement for the initial purchase and installation of equipment and furniture - Not to exceed $200,000.00 - Financing: Aviation Fund; Estimated Revenue: Aviation Fund $209,000.00 (over the five-year primary term)",2023-03-17,23-0438; APPROVED,Department of Aviation (AVI),Department of Aviation,1,Socrata Roll Call,,,,,0,6,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,https://cityofdallas.legistar1.com/cityofdallas/attachments/b3bdd150-bc9f-4307-b1c3-94c5f6bffd54.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/058f4b12-6283-4ab2-afed-a5a05689445b.docx,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,,YES,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64580,7.,29,"Authorize the First Amendment to the Consolidated Lease of Land and Facilities with TWG Aviation, Ltd. (“TWG”), to (i) reduce the leased premises by approximately 500 square feet to accommodate the relocation of electrical equipment servicing Denton Drive, (ii) authorize monthly rent credits to TWG in a total amount not to exceed $459,670.49 for the cost of relocating the electrical equipment, and (iii) to extend the time for completing new capital improvements by fifteen months - Estimated Revenue Foregone: Aviation Fund $1,087,169.44 (over the approximately thirty-two years remaining in the primary term of the lease) (see Fiscal Information)",23-886,CONSENT AGENDA,Approved,13609,"Authorize the First Amendment to the Consolidated Lease of Land and Facilities with TWG Aviation, Ltd. (“TWG”), to (i) reduce the leased premises by approximately 500 square feet to accommodate the relocation of electrical equipment servicing Denton Drive, (ii) authorize monthly rent credits to TWG in a total amount not to exceed $459,670.49 for the cost of relocating the electrical equipment, and (iii) to extend the time for completing new capital improvements by fifteen months - Estimated Revenue Foregone: Aviation Fund $1,087,169.44 (over the approximately thirty-two years remaining in the primary term of the lease) (see Fiscal Information)",2023-03-17,23-0439; APPROVED,Department of Aviation (AVI),Department of Aviation,1,Socrata Roll Call,,,,,0,7,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,https://cityofdallas.legistar1.com/cityofdallas/attachments/7b001dc2-7a37-4b61-9f6b-b03b5e68b59c.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/de2f8790-b1e9-4e7d-b927-b0a803354c7e.docx,,YES,YES,YES,YES,,YES,YES,ABSNT,YES,YES,YES,YES,,YES,YES,YES,,YES,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",65036,,30,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64650,,31,Department of Convention and Event Services,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64651,8.,32,"Authorize an Advance Funding Agreement with the Texas Department of Transportation in the estimated amount of $2,000,000.00 for a United States Department of Transportation - Federal Highway Administration Surface Transportation Block Grant (CSJ No. 0918-47-464, CFDA No. 20.205) in the amount of $2,000,000.00 as the City of Dallas’ portion covered by Convention Center Master Plan funds for the preparation of plans, specifications and estimates (PS&E), and final engineering of the bridge abutment foundations for a deck cap and pedestrian infrastructure over Interstate Highway 30 on Lamar Street in the City of Dallas - Not to exceed $2,000,000.00 - Financing: Convention Center Construction Fund",23-914,CONSENT AGENDA,Approved,13637,"Authorize an Advance Funding Agreement with the Texas Department of Transportation in the estimated amount of $2,000,000.00 for a United States Department of Transportation - Federal Highway Administration Surface Transportation Block Grant (CSJ No. 0918-47-464, CFDA No. 20.205) in the amount of $2,000,000.00 as the City of Dallas’ portion covered by Convention Center Master Plan funds for the preparation of plans, specifications and estimates (PS&E), and final engineering of the bridge abutment foundations for a deck cap and pedestrian infrastructure over Interstate Highway 30 on Lamar Street in the City of Dallas - Not to exceed $2,000,000.00 - Financing: Convention Center Construction Fund",2023-03-20,23-0440; APPROVED,Department of Convention and Event Services (CCT),Department of Convention and Event Services,1,Socrata Roll Call,,,,,0,8,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,https://cityofdallas.legistar1.com/cityofdallas/attachments/ff4d57d1-b17d-4e43-929e-70061dd80065.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/d058d5fa-6261-4009-91b4-aafc5b4890aa.docx,,YES,YES,YES,YES,,YES,YES,ABSNT,YES,YES,YES,YES,,YES,YES,YES,,YES,
2544,2023-04-12,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",64587,,33,Department of Housing & Neighborhood Revitalization,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2023/4/2544_A_City_Council_23-04-12_COUNCIL_AGENDA.pdf,http://citysecretary2.dallascityhall.com/pdf/CC2023/041223Min.pdf,https://dallastx.new.swagit.com/videos/223889,,,,,,,,,,,,,,,,,,,,,
