event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam Bazaldua,Adam McGough,Cara Mendelsohn,Carolyn King Arnold,Casey Thomas II,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jesse Moreno,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell Atkins
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45718,,9,ZONING,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45719,,10,PUBLIC HEARINGS AND RELATED ACTIONS,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45720,,11,"


NOTE: A revised order of business may be posted prior to the date of the council meeting if necessary.",,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45721,,12,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45722,,13,Invocation and Pledge of Allegiance ,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45723,,14,Agenda Item/Open Microphone Speakers,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45724,,15,VOTING AGENDA,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45899,1.,16,"Approval of Minutes of the June 23, 2021 City Council Meeting",21-1301,VOTING AGENDA,Approved,8835,"Approval of Minutes of the June 23, 2021 City Council Meeting",2021-07-15,21-1202; APPROVED,City Secretary's Office (SEC),City Secretary's Office,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45725,,17,CONSENT AGENDA,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45726,,18,Budget and Management Services,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45839,2.,19,"Authorize (1) preliminary adoption of Substantial Amendment No. 4 to the FY 2020-21 Action Plan to reallocate $1,421,547 in Community Development Block Grant (CDBG) CARES Act Relief Funds from the Small Business Continuity Loan Program to the Small Business Continuity Grant Program, according to Schedule 1; and (2) a public hearing to be conducted on August 25, 2021, to receive comments on Substantial Amendment No. 4 to the FY 2020-21 Action Plan - Financing: No cost consideration to the City",21-1322,CONSENT AGENDA,Approved,8856,"Authorize (1) preliminary adoption of Substantial Amendment No. 4 to the FY 2020-21 Action Plan to reallocate $1,421,547 in Community Development Block Grant (CDBG) CARES Act Relief Funds from the Small Business Continuity Loan Program to the Small Business Continuity Grant Program, according to Schedule 1; and (2) a public hearing to be conducted on August 25, 2021, to receive comments on Substantial Amendment No. 4 to the FY 2020-21 Action Plan - Financing: No cost consideration to the City",2021-07-16,21-1204; APPROVED,Budget and Management Services (BMS),Budget and Management Services,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,https://cityofdallas.legistar1.com/cityofdallas/attachments/718db935-d330-44c9-b562-da442a0de4a7.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/91ed1b8a-e4a9-4f2e-a035-afea4f2d041e.pdf,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45727,3.,20,"Authorize a public hearing to be held on August 25, 2021 to receive comments on the FY 2021-22 Operating, Capital, and Grant & Trust Budgets - Financing:  No cost consideration to the City",21-1349,CONSENT AGENDA,Approved,8883,"Authorize a public hearing to be held on August 25, 2021 to receive comments on the FY 2021-22 Operating, Capital, and Grant & Trust Budgets - Financing:  No cost consideration to the City",2021-07-19,21-1205; APPROVED,Budget and Management Services (BMS),Budget and Management Services,1,Socrata Roll Call,,,,,0,3,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,https://cityofdallas.legistar1.com/cityofdallas/attachments/fc7e8bc7-68bb-48ae-ad0c-ecc9a2e50632.docx,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,46916,,21,City Attorney's Office,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,46917,4.,22,"Authorize settlement of the lawsuit styled Bright Siaw-Afriyie v. The City of Dallas, Cause No. DC-15-02654 - Not to exceed $100,000.00 - Financing:  Liability Reserve Fund",21-1304,CONSENT AGENDA,Approved,8838,"Authorize settlement of the lawsuit styled Bright Siaw-Afriyie v. The City of Dallas, Cause No. DC-15-02654 - Not to exceed $100,000.00 - Financing:  Liability Reserve Fund",2021-07-15,21-1206; APPROVED,City Attorney's Office (ATT),City Attorney's Office,1,Socrata Roll Call,,,,,0,4,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,https://cityofdallas.legistar1.com/cityofdallas/attachments/357c3964-db8d-4328-a6b0-416f3d8e6aa9.docx,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,47003,,23,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,46922,,24,City Controller's Office,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,46921,5.,25,"An ordinance authorizing the issuance and sale of City of Dallas, Texas Waterworks and Sewer System Revenue Refunding Bonds, Series 2021C in a principal amount not to exceed $150,000,000; establishing parameters regarding the sale of the bonds; approving the execution of agreements in connection with the sale of the bonds; and all other matters related thereto - Not to exceed $565,000 - Financing: Dallas Water Utilities Fund",21-1069,CONSENT AGENDA,Approved,8603,"An ordinance authorizing the issuance and sale of City of Dallas, Texas Waterworks and Sewer System Revenue Refunding Bonds, Series 2021C in a principal amount not to exceed $150,000,000; establishing parameters regarding the sale of the bonds; approving the execution of agreements in connection with the sale of the bonds; and all other matters related thereto - Not to exceed $565,000 - Financing: Dallas Water Utilities Fund",2021-05-26,21-1207; APPROVED; ORDINANCE 31935,City Controller's Office (CCO),City Controller's Office,1,Socrata Roll Call,,,,,0,5,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,https://cityofdallas.legistar1.com/cityofdallas/attachments/e6a95907-8563-4155-8f66-c6e5a6ee23b8.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/1477a205-1d5d-4265-be87-8ce900bc0f70.pdf,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45732,,26,Department of Convention and Event Services,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45733,6.,27,"Authorize the First Amendment to the Management Agreement with Global Spectrum, L.P. d/b/a Spectra Venue Management to extend the initial term of the agreement for an additional twenty-four-month period through September 30, 2026, and to revise Section 1.02 of the Agreement to state the initial term shall expire as of 11:59 p.m., September 30, 2026, unless terminated earlier or extended in accordance due to the impact and interruption from the COVID-19 pandemic - Financing: This item has no cost consideration to the City (see Fiscal Information for potential future costs)",21-1299,CONSENT AGENDA,Approved,8833,"Authorize the First Amendment to the Management Agreement with Global Spectrum, L.P. d/b/a Spectra Venue Management to extend the initial term of the agreement for an additional twenty-four-month period through September 30, 2026, and to revise Section 1.02 of the Agreement to state the initial term shall expire as of 11:59 p.m., September 30, 2026, unless terminated earlier or extended in accordance due to the impact and interruption from the COVID-19 pandemic - Financing: This item has no cost consideration to the City (see Fiscal Information for potential future costs)",2021-07-15,21-1208; APPROVED,Department of Convention and Event Services (CCT),Department of Convention and Event Services,1,Socrata Roll Call,,,,,0,6,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,https://cityofdallas.legistar1.com/cityofdallas/attachments/4bf0195c-194a-4224-9e2c-a4a2b8c6e910.docx,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45734,,28,Department of Dallas Animal Services,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45735,7.,29,"Authorize the (1) acceptance of a grant from Bissell Pet Foundation Empty the Shelters to be used for partial reimbursement for the adoption prep of each animal adopted during the COVID-19 virtual Empty the Shelters event for the period of May 5, 2021 through May 9, 2021 in the amount of $3,100.00; (2) establishment of appropriations in an amount not to exceed $3,100.00 in the Bissell Pet Foundation May 21 Empty the Shelters Fund; and (3) receipt and deposit of funds in an amount not to exceed $3,100.00 in the Bissell Pet Foundation May 21 Empty the Shelters Fund - Not to exceed $3,100.00 - Financing: Bissell Pet Foundation Grant Funds",21-1014,CONSENT AGENDA,Approved,8548,"Authorize the (1) acceptance of a grant from Bissell Pet Foundation Empty the Shelters to be used for partial reimbursement for the adoption prep of each animal adopted during the COVID-19 virtual Empty the Shelters event for the period of May 5, 2021 through May 9, 2021 in the amount of $3,100.00; (2) establishment of appropriations in an amount not to exceed $3,100.00 in the Bissell Pet Foundation May 21 Empty the Shelters Fund; and (3) receipt and deposit of funds in an amount not to exceed $3,100.00 in the Bissell Pet Foundation May 21 Empty the Shelters Fund - Not to exceed $3,100.00 - Financing: Bissell Pet Foundation Grant Funds",2021-05-18,21-1209; APPROVED,Department of Dallas Animal Services (DAS),Department of Dallas Animal Services,1,Socrata Roll Call,,,,,0,7,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,https://cityofdallas.legistar1.com/cityofdallas/attachments/4d52453d-4a21-40c4-90e0-967798333b8a.docx,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,46998,,30,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45736,,31,Department of Housing & Neighborhood Revitalization,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45738,8.,32,"Authorize the Investment Partnerships Program (HOME) development loan agreement and security documents in an amount of $2,500,000.00 in HOME Funds with Kiva East, LLC (“Kiva East”), or an affiliate thereof, conditioned upon Kiva East receiving a 2021 9% Housing Tax Credit award for the acquisition and development of a mixed-income affordable multifamily complex located at 4724 and 4806 East Side Avenue - Not to exceed $2,500,000.00 - Financing: HOME Funds",21-1195,CONSENT AGENDA,Approved,8729,"Authorize the Investment Partnerships Program (HOME) development loan agreement and security documents in an amount of $2,500,000.00 in HOME Funds with Kiva East, LLC (“Kiva East”), or an affiliate thereof, conditioned upon Kiva East receiving a 2021 9% Housing Tax Credit award for the acquisition and development of a mixed-income affordable multifamily complex located at 4724 and 4806 East Side Avenue - Not to exceed $2,500,000.00 - Financing: HOME Funds",2021-06-18,21-1210; APPROVED,Department of Housing & Neighborhood Revitalization (HOU),Department of Housing & Neighborhood Revitalization,1,Socrata Roll Call,,,,,0,8,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,https://cityofdallas.legistar1.com/cityofdallas/attachments/15a02fb3-1ccd-4f0f-a1bd-628a7aebe5ac.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/f1f4d1b7-2570-4d72-b117-b78113a2e8b1.pdf,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45737,9.,33,"Authorize an amendment to Resolution No. 13-1795, previously approved on October 8, 2013 with South Dallas/Fair Park Innercity Community Development Corporation in the amount of $3,400,000.00, of which $1,634,823.00 of the lien was released for after completion of the medical center to (1) extend the term of Agreement date by three years; (2) allow for the City of Dallas to demolish the building at 4850 Brashear Street; (3) convey the property at 4850 Brashear Street to ICDC; and (4) to complete ongoing work related to the development of the Mill City Townhomes on Spring Avenue - Financing: No cost consideration to the City",21-760,CONSENT AGENDA,Deleted,8294,"Authorize an amendment to Resolution No. 13-1795, previously approved on October 8, 2013 with South Dallas/Fair Park Innercity Community Development Corporation in the amount of $3,400,000.00, of which $1,634,823.00 of the lien was released for after completion of the medical center to (1) extend the term of Agreement date by three years; (2) allow for the City of Dallas to demolish the building at 4850 Brashear Street; (3) convey the property at 4850 Brashear Street to ICDC; and (4) to complete ongoing work related to the development of the Mill City Townhomes on Spring Avenue - Financing: No cost consideration to the City",2021-04-16,21-1211; DELETED,Department of Housing & Neighborhood Revitalization (HOU),Department of Housing & Neighborhood Revitalization,,Socrata Roll Call,,,,,0,9,AGENDA,DELETED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,https://cityofdallas.legistar1.com/cityofdallas/attachments/b41d0645-8dec-477d-bb23-ac09882c31ea.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/d52ec5db-e1e6-45e5-9a6d-384b09e31a63.docx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45739,,34,Department of Public Works,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,45743,10.,35,"Authorize an engineering services contract with Giles Engineering Associates, Inc. to provide construction material testing services during construction of (1) paving, drainage, water and wastewater improvements at Pemberton Hill Road and (2) the Alley Reconstruction Group 17-9001 Package A (list attached to the Agenda Information Sheet) - Not to exceed $103,501.00 - Financing: Street and Transportation (A) Fund (2017 General Obligation Bond Fund)",21-1194,CONSENT AGENDA,Approved,8728,"Authorize an engineering services contract with Giles Engineering Associates, Inc. to provide construction material testing services during construction of (1) paving, drainage, water and wastewater improvements at Pemberton Hill Road and (2) the Alley Reconstruction Group 17-9001 Package A (list attached to the Agenda Information Sheet) - Not to exceed $103,501.00 - Financing: Street and Transportation (A) Fund (2017 General Obligation Bond Fund)",2021-06-15,21-1212; APPROVED,Department of Public Works (PBW),Department of Public Works,1,Socrata Roll Call,,,,,0,10,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,https://cityofdallas.legistar1.com/cityofdallas/attachments/72464a7c-db93-40da-bb5a-1a252dd32d42.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/a64a4e7a-c991-4d5c-952d-a78b571e5803.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/fce8e267-d2f5-4510-bde3-7bc433905cf6.pdf,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,AWVT,YES
1891,2021-08-11,9:00 AM,City Council,bit.ly/cityofdallastv,46999,,36,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/8/1891_A_City_Council_21-08-11_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/081121Min.pdf,https://dallastx.new.swagit.com/videos/201957,,,,,,,,,,,,,,,,
