event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam Bazaldua,Adam McGough,Cara Mendelsohn,Carolyn King Arnold,Casey Thomas II,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jaynie Shultz,Jesse Moreno,Omar Narvaez,Paul Ridley,Paula Blackmon,Tennell Atkins
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48536,,9,ZONING,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48537,,10,PUBLIC HEARINGS AND RELATED ACTIONS,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48538,,11,NOTE: A revised order of business may be posted prior to the date of the council meeting if necessary.,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48539,,12,Page Break,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48540,,13,Invocation and Pledge of Allegiance ,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48541,,14,Agenda Item/Open Microphone Speakers,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48542,,15,VOTING AGENDA,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48669,1.,16,"Approval of Minutes of the September 22, 2021 City Council Meeting",21-1868,VOTING AGENDA,Approved,9398,"Approval of Minutes of the September 22, 2021 City Council Meeting",2021-09-20,21-1642; APPROVED,City Secretary's Office (SEC),City Secretary's Office,1,Socrata Roll Call,,,,,0,1,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,YES,YES,YES,AWVT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48543,,17,CONSENT AGENDA,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48544,,18,Budget and Management Services,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48545,2.,19,"Authorize payment of annual membership fees and continuation of arrangements for providing specialized municipal-related services to (1) Gartner, Inc. in the amount of $723,034.00; (2) Forrester Research, Inc. in the amount of $559,472.57; (3) North Central Texas Council of Governments in the amount of $131,461.00; (4) Oncor Cities Steering Committee in the amount of $121,055.00; and (5) Water Research Foundation in the amount of $413,381.22 - Total not to exceed $1,948,403.79 - Financing: General Fund ($252,516.00), Data Services Fund ($1,282,506.57), and Dallas Water Utilities Fund ($413,381.22)",21-1866,CONSENT AGENDA,Approved,9396,"Authorize payment of annual membership fees and continuation of arrangements for providing specialized municipal-related services to (1) Gartner, Inc. in the amount of $723,034.00; (2) Forrester Research, Inc. in the amount of $559,472.57; (3) North Central Texas Council of Governments in the amount of $131,461.00; (4) Oncor Cities Steering Committee in the amount of $121,055.00; and (5) Water Research Foundation in the amount of $413,381.22 - Total not to exceed $1,948,403.79 - Financing: General Fund ($252,516.00), Data Services Fund ($1,282,506.57), and Dallas Water Utilities Fund ($413,381.22)",2021-09-20,21-1644; APPROVED,Budget and Management Services (BMS),Budget and Management Services,1,Socrata Roll Call,,,,,0,2,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,https://cityofdallas.legistar1.com/cityofdallas/attachments/f7071215-6691-4f3b-9c3a-b75d7e5dacbc.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48546,,20,City Controller's Office,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48547,3.,21,Authorize the annual adoption of the City’s Investment Policy and investment strategies regarding funds under the City’s control and management - Financing: No cost consideration to the City,21-1720,CONSENT AGENDA,Approved,9250,Authorize the annual adoption of the City’s Investment Policy and investment strategies regarding funds under the City’s control and management - Financing: No cost consideration to the City,2021-09-07,21-1645; APPROVED,City Controller's Office (CCO),City Controller's Office,1,Socrata Roll Call,,,,,0,3,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,https://cityofdallas.legistar1.com/cityofdallas/attachments/829958bb-e6f1-4ca4-a879-9f942c1efcd9.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/edea70a3-ce68-41e1-b897-5c28fb03beeb.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/54154ce8-ecc9-4609-b0c6-99080b8ceafc.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48549,,22,Department of Aviation,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48550,4.,23,"Authorize a Second Amendment to the concessionaire contract with Host International, Inc., a Dallas Love Field food and beverage concession, approved as to form by the City Attorney, in order to (1) exercise both one year renewal terms; and (2) add two extension years to the contract - Estimated Revenue:  Aviation Fund $1,657,000.00",21-1439,CONSENT AGENDA,Approved,8973,"Authorize a Second Amendment to the concessionaire contract with Host International, Inc., a Dallas Love Field food and beverage concession, approved as to form by the City Attorney, in order to (1) exercise both one year renewal terms; and (2) add two extension years to the contract - Estimated Revenue:  Aviation Fund $1,657,000.00",2021-07-30,21-1646; APPROVED,Department of Aviation (AVI),Department of Aviation,1,Socrata Roll Call,,,,,0,4,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,https://cityofdallas.legistar1.com/cityofdallas/attachments/476fa4e4-e48b-4c54-8997-1e603bfe1cd5.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48551,5.,24,"Authorize a Second Amendment to the concession contract with WDFG North America, LLC, a Dallas Love Field retail concessionaire contract to (1) exercise both one year Renewal Terms for D Magazine, Texas Monthly News and Creative Kidstuff; and (2) add two extension years to the contract - Estimated Revenue: Aviation Fund $617,000.00",21-1444,CONSENT AGENDA,Approved,8978,"Authorize a Second Amendment to the concession contract with WDFG North America, LLC, a Dallas Love Field retail concessionaire contract to (1) exercise both one year Renewal Terms for D Magazine, Texas Monthly News and Creative Kidstuff; and (2) add two extension years to the contract - Estimated Revenue: Aviation Fund $617,000.00",2021-07-30,21-1647; APPROVED,Department of Aviation (AVI),Department of Aviation,1,Socrata Roll Call,,,,,0,5,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,https://cityofdallas.legistar1.com/cityofdallas/attachments/7e260513-4aa9-4d1e-8756-17c29eabd0d1.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48552,6.,25,"Authorize a Third Amendment to the concession contract with Air Star-LTS/Marquis-DAL, LLC, a Dallas Love Field food and beverage concessionaire to (1) exercise both one year renewal terms for Chili’s and (2) add two extension years to the contract - Estimated Revenue:  Aviation Fund $600,000.00",21-1445,CONSENT AGENDA,Approved,8979,"Authorize a Third Amendment to the concession contract with Air Star-LTS/Marquis-DAL, LLC, a Dallas Love Field food and beverage concessionaire to (1) exercise both one year renewal terms for Chili’s and (2) add two extension years to the contract - Estimated Revenue:  Aviation Fund $600,000.00",2021-07-30,21-1648; APPROVED,Department of Aviation (AVI),Department of Aviation,1,Socrata Roll Call,,,,,0,6,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,https://cityofdallas.legistar1.com/cityofdallas/attachments/12551d17-323e-4e88-b54f-3347a62c2b18.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48553,7.,26,"Authorize a Third Amendment to the concession contract with Pop Four Love Field JV, LLC, a Dallas Love Field food and beverage concessionaire to add two-year extension to the contract - Estimated Revenue:  Aviation Fund $80,408.01",21-1473,CONSENT AGENDA,Approved,9003,"Authorize a Third Amendment to the concession contract with Pop Four Love Field JV, LLC, a Dallas Love Field food and beverage concessionaire to add two-year extension to the contract - Estimated Revenue:  Aviation Fund $80,408.01",2021-08-02,21-1649; APPROVED,Department of Aviation (AVI),Department of Aviation,1,Socrata Roll Call,,,,,0,7,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,https://cityofdallas.legistar1.com/cityofdallas/attachments/4a9ab36c-5d0c-426c-ad69-0e66a2d6c749.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48555,,27,Department of Convention and Event Services,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48556,8.,28,"An ordinance (1) designating a certain geographic area in the City of Dallas as “Project Financing Zone Number One, City of Dallas, Texas” and providing an expiration date for the zone; (2) making certain findings related thereto; (3) directing the City Manager to notify the Texas Comptroller of Public Accounts of the zone’s creation within 30 days of its designation by City Council and request that the Comptroller deposit incremental hotel-associated tax revenues from the zone into a suspense account held in trust for the City of Dallas’ financing of qualified project activities; (4) providing for notification to the Comptroller in the event that qualified project activities are abandoned or not commenced within five years of the initial deposit to the suspense account; and (5) containing other related matters - Estimated Revenue: Convention and Event Services Fund $2,200,000,000.00 over 30 years",21-1836,CONSENT AGENDA,Approved,9366,"An ordinance (1) designating a certain geographic area in the City of Dallas as “Project Financing Zone Number One, City of Dallas, Texas” and providing an expiration date for the zone; (2) making certain findings related thereto; (3) directing the City Manager to notify the Texas Comptroller of Public Accounts of the zone’s creation within 30 days of its designation by City Council and request that the Comptroller deposit incremental hotel-associated tax revenues from the zone into a suspense account held in trust for the City of Dallas’ financing of qualified project activities; (4) providing for notification to the Comptroller in the event that qualified project activities are abandoned or not commenced within five years of the initial deposit to the suspense account; and (5) containing other related matters - Estimated Revenue: Convention and Event Services Fund $2,200,000,000.00 over 30 years",2021-09-16,21-1650; APPROVED; ORDINANCE 32016,Department of Convention and Event Services (CCT),Department of Convention and Event Services,1,Socrata Roll Call,,,,,0,8,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,https://cityofdallas.legistar1.com/cityofdallas/attachments/e11c1938-6e77-4d0b-9ec9-0b0e6c10f26c.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/2da12e01-9cb9-43b6-87c0-013db7c0ced5.pdf,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48557,9.,29,"An ordinance amending Chapter 42A, “Special Events; Neighborhood Markets; Dallas Farmers Market Farmers Market; Streetlight Pole Banners,” of the Dallas City Code by amending Section 42A-12 to (1) provide an extension of the temporary parklet program; (2) providing a penalty not to exceed $500.00; (3) providing a savings clause; (4) providing a severability clause; and (5) providing an effective date - Revenue Forgone: Convention and Event Services Fund $15,000.00 over two months (see Fiscal Information)",21-1837,CONSENT AGENDA,Approved as Amended,9367,"An ordinance amending Chapter 42A, “Special Events; Neighborhood Markets; Dallas Farmers Market Farmers Market; Streetlight Pole Banners,” of the Dallas City Code by amending Section 42A-12 to (1) provide an extension of the temporary parklet program; (2) providing a penalty not to exceed $500.00; (3) providing a savings clause; (4) providing a severability clause; and (5) providing an effective date - Revenue Forgone: Convention and Event Services Fund $15,000.00 over two months (see Fiscal Information)",2021-09-16,21-1651; APPROVED AS AMENDED; ORDINANCE 32017,Department of Convention and Event Services (CCT),Department of Convention and Event Services,1,Socrata Roll Call,,,,,0,9,AGENDA,AMENDED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,https://cityofdallas.legistar1.com/cityofdallas/attachments/479f41d2-34ea-48c1-b2a1-10d1af8baeb8.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48558,,30,Department of Dallas Animal Services,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48559,10.,31,"Authorize the (1) acceptance of a grant from Bissell Pet Foundation for Empty the Shelters in the amount of $3,850.00, to be used as partial reimbursement for the adoption prep of each animal adopted during the Empty the Shelters event during the period of August 16, 2021 through August 22, 2021; (2) establishment of appropriations in an amount not to exceed $3,850.00 in the Bissell Pet Foundation August 21 Empty the Shelters Fund; and (3) receipt and deposit of funds in an amount not to exceed $3,850.00 in the Bissell Pet Foundation August 21 Empty the Shelters Fund - Not to exceed $3,850.00 - Financing: Bissell Pet Foundation Grant Funds",21-1642,CONSENT AGENDA,Approved,9172,"Authorize the (1) acceptance of a grant from Bissell Pet Foundation for Empty the Shelters in the amount of $3,850.00, to be used as partial reimbursement for the adoption prep of each animal adopted during the Empty the Shelters event during the period of August 16, 2021 through August 22, 2021; (2) establishment of appropriations in an amount not to exceed $3,850.00 in the Bissell Pet Foundation August 21 Empty the Shelters Fund; and (3) receipt and deposit of funds in an amount not to exceed $3,850.00 in the Bissell Pet Foundation August 21 Empty the Shelters Fund - Not to exceed $3,850.00 - Financing: Bissell Pet Foundation Grant Funds",2021-08-25,21-1652; APPROVED,Department of Dallas Animal Services (DAS),Department of Dallas Animal Services,1,Socrata Roll Call,,,,,0,10,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,https://cityofdallas.legistar1.com/cityofdallas/attachments/e764213f-17a6-4ab8-b691-ad557c69fc37.docx,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1899,2021-10-13,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL
bit.ly/cityofdallastv",48560,,32,Department of Housing & Neighborhood Revitalization,,,,,,,,,,,,,,,,0,,,,https://cityofdallas.legistar1.com/cityofdallas/meetings/2021/10/1899_A_City_Council_21-10-13_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2021/101321Min.pdf,https://dallastx.new.swagit.com/videos/201935,,,,,,,,,,,,,,,,
